variant_id,gene,ClinVar_label,review_status,review_score,mechanism_class,inheritance_model,variant_consequence,global_AF,popmax_AF,effective_AF,allele_count,evaluability_tier,MCAF_strict,MCAF_hard,MCAF_permissive,ClinGen_validity_gene_level,variant_source,af_bin,vital_route_main,gene_actionable
VCV004614356,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.00013577802521057316,0.0002715560504211463,0.0002715560504211463,41.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV004614351,KCNH2,P,"criteria provided, multiple submitters, no conflicts",2,HI,autosomal_dominant,LOF,0.0002590732163505726,0.0005181464327011452,0.0005181464327011452,78.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV004614346,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,3.0560931310474586e-05,6.112186262094917e-05,6.112186262094917e-05,9.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV004614344,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,splice_or_intronic,0.002122926174663474,0.004245852349326948,0.004245852349326948,637.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV004529668,KCNH2,LP,"criteria provided, multiple submitters, no conflicts",2,HI,autosomal_dominant,LOF,1.8206313830037646e-05,3.641262766007529e-05,3.641262766007529e-05,5.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV004281328,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.0011806651823421184,0.002361330364684237,0.002361330364684237,354.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV004280330,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,3.723893815698188e-05,7.447787631396376e-05,7.447787631396376e-05,11.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV004090314,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,4.565426133113245e-06,9.13085226622649e-06,9.13085226622649e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV004074744,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,0.004340953680032959,0.008681907360065917,0.008681907360065917,1302.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV004074721,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,0.00048725737509351284,0.0009745147501870257,0.0009745147501870257,146.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV004071954,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,2.409762956316572e-05,4.819525912633144e-05,4.819525912633144e-05,7.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003911914,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,5.56863667258055e-05,0.000111372733451611,0.000111372733451611,17.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003911046,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.004299082039331599,0.008598164078663198,0.008598164078663198,1290.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003900638,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,1.463486257336345e-05,2.92697251467269e-05,2.92697251467269e-05,4.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003895127,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,7.446434488903441e-07,1.4892868977806881e-06,1.4892868977806881e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV003895051,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.2276692667841264e-06,2.4553385335682527e-06,2.4553385335682527e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV003895040,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,0.001084104004072518,0.002168208008145036,0.002168208008145036,325.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003894984,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.3567266549994275e-06,2.713453309998855e-06,2.713453309998855e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV003894466,KCNH2,P,"criteria provided, multiple submitters, no conflicts",2,HI,autosomal_dominant,LOF,2.904028061346677e-06,5.808056122693354e-06,5.808056122693354e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV003893973,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,5.141615960722553e-06,1.0283231921445107e-05,1.0283231921445107e-05,2.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003862757,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,9.616432197205997e-07,1.9232864394411995e-06,1.9232864394411995e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV003775096,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,5.262400844059363e-07,1.0524801688118725e-06,1.0524801688118725e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV003773804,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.0583484663199967e-06,2.1166969326399934e-06,2.1166969326399934e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV003764662,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.0030162986872536647,0.0060325973745073294,0.0060325973745073294,905.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003728256,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.00030739190064443925,0.0006147838012888785,0.0006147838012888785,92.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003724054,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,4.387241185086142e-05,8.774482370172284e-05,8.774482370172284e-05,13.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003721525,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.002505532996152476,0.005011065992304952,0.005011065992304952,752.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003720793,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,8.068429263214824e-05,0.00016136858526429648,0.00016136858526429648,24.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003720791,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,7.852214821960248e-05,0.00015704429643920495,0.00015704429643920495,24.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003720787,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,4.5721187076361785e-05,9.144237415272357e-05,9.144237415272357e-05,14.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003712259,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.0014733892594639808,0.0029467785189279615,0.0029467785189279615,442.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003657287,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,0.0003738947543226812,0.0007477895086453624,0.0007477895086453624,112.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003655448,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,2.631167433526271e-05,5.262334867052542e-05,5.262334867052542e-05,8.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003651645,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.0002917675201488929,0.0005835350402977858,0.0005835350402977858,88.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003651113,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,7.2731805293191985e-06,1.4546361058638397e-05,1.4546361058638397e-05,2.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003602222,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,8.495712354103037e-06,1.6991424708206074e-05,1.6991424708206074e-05,3.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003544416,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,8.097732204015783e-06,1.6195464408031565e-05,1.6195464408031565e-05,2.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003386898,KCNH2,P,"criteria provided, multiple submitters, no conflicts",2,HI,autosomal_dominant,LOF,1.4732292089009127e-06,2.9464584178018254e-06,2.9464584178018254e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV003383250,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,0.001311803969425327,0.002623607938850654,0.002623607938850654,394.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003382540,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,9.26197338270767e-07,1.852394676541534e-06,1.852394676541534e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV003376960,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.001415306792969821,0.002830613585939642,0.002830613585939642,425.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003376939,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,6.939054628882963e-06,1.3878109257765925e-05,1.3878109257765925e-05,2.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003370336,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,0.00018914760757735802,0.00037829521515471605,0.00037829521515471605,57.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003341931,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.00032373763744612783,0.0006474752748922557,0.0006474752748922557,97.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003338328,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,3.064440311238265e-05,6.12888062247653e-05,6.12888062247653e-05,9.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003255227,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.0001967554335626943,0.0003935108671253886,0.0003935108671253886,59.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003254651,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,5.62142651711796e-05,0.0001124285303423592,0.0001124285303423592,17.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003254536,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,3.4092669824625736e-05,6.818533964925147e-05,6.818533964925147e-05,10.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003252026,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.001900116640296835,0.00380023328059367,0.00380023328059367,570.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003236854,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,2.5009152727302665e-05,5.001830545460533e-05,5.001830545460533e-05,8.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003230731,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.0025912135662052105,0.005182427132410421,0.005182427132410421,777.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003230730,KCNH2,P,"criteria provided, multiple submitters, no conflicts",2,HI,autosomal_dominant,LOF,0.002269240010103578,0.004538480020207156,0.004538480020207156,681.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003230725,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,splice_or_intronic,0.00010875038869501991,0.00021750077739003982,0.00021750077739003982,33.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003076042,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,other_or_unresolved,0.00017000494411455465,0.0003400098882291093,0.0003400098882291093,51.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV003076025,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.004353659592578177,0.008707319185156354,0.008707319185156354,1306.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003075307,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.4258715415670444e-05,2.8517430831340887e-05,2.8517430831340887e-05,4.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV003074111,KCNH2,P,"criteria provided, multiple submitters, no conflicts",2,HI,autosomal_dominant,LOF,0.002384192079143105,0.00476838415828621,0.00476838415828621,715.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003068475,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,2.0768503218824576e-06,4.153700643764915e-06,4.153700643764915e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV003066169,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,0.0024105043706493315,0.004821008741298663,0.004821008741298663,723.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV003064233,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,missense,2.6162796007687948e-05,5.2325592015375895e-05,5.2325592015375895e-05,8.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV002918473,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,2.629976337530698e-05,5.259952675061396e-05,5.259952675061396e-05,8.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV002906537,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.00029919050986322316,0.0005983810197264463,0.0005983810197264463,90.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002880265,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.2209318199389265e-05,2.441863639877853e-05,2.441863639877853e-05,4.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV002858211,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,8.135626639022452e-05,0.00016271253278044904,0.00016271253278044904,24.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002832789,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,6.160066330853794e-05,0.0001232013266170759,0.0001232013266170759,18.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002821739,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.778863866130908e-05,3.557727732261816e-05,3.557727732261816e-05,5.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV002814358,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.00017870857803837189,0.00035741715607674377,0.00035741715607674377,54.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002813131,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.276414830020738e-06,2.552829660041476e-06,2.552829660041476e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV002790199,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.00013088368045138462,0.00026176736090276925,0.00026176736090276925,39.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002773436,KCNH2,LP,"criteria provided, multiple submitters, no conflicts",2,HI,autosomal_dominant,missense,0.0009923037610901993,0.0019846075221803985,0.0019846075221803985,298.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV002773424,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,2.269140410448571e-05,4.538280820897142e-05,4.538280820897142e-05,7.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV002772506,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.5009965384570029e-05,3.0019930769140057e-05,3.0019930769140057e-05,5.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV002770983,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,splice_or_intronic,0.001110100555774938,0.002220201111549876,0.002220201111549876,333.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV002763043,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,5.45019418219778e-07,1.090038836439556e-06,1.090038836439556e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV002760013,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,7.840320992870285e-05,0.0001568064198574057,0.0001568064198574057,24.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002758800,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,5.536066132958183e-07,1.1072132265916365e-06,1.1072132265916365e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV002758297,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,splice_or_intronic,4.5980897297102045e-06,9.196179459420409e-06,9.196179459420409e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV002754986,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.9504387106671423e-05,3.9008774213342846e-05,3.9008774213342846e-05,6.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV002753718,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.00022249807849476072,0.00044499615698952145,0.00044499615698952145,67.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002748964,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.00043141474930456677,0.0008628294986091335,0.0008628294986091335,129.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002748626,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.00011627352590530298,0.00023254705181060596,0.00023254705181060596,35.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002746100,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.6598510542104414e-06,3.319702108420883e-06,3.319702108420883e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV002745936,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,2.2487339205690798e-05,4.4974678411381596e-05,4.4974678411381596e-05,7.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV002744101,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.004628980409798739,0.009257960819597478,0.009257960819597478,1389.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV002735100,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.1851601877376266e-05,2.370320375475253e-05,2.370320375475253e-05,4.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
VCV002735098,KCNH2,P,"criteria provided, multiple submitters, no conflicts",2,HI,autosomal_dominant,LOF,0.0013456843202236646,0.0026913686404473293,0.0026913686404473293,404.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV002735096,KCNH2,LP,"criteria provided, multiple submitters, no conflicts",2,HI,autosomal_dominant,LOF,2.0972852810865025e-06,4.194570562173005e-06,4.194570562173005e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV002727880,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,6.556639910906711e-07,1.3113279821813423e-06,1.3113279821813423e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV002725070,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,6.335844988529219e-07,1.2671689977058438e-06,1.2671689977058438e-06,1.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-6-1e-5,EVAL_LIMITED,True
VCV002698764,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.0002841184251218394,0.0005682368502436788,0.0005682368502436788,85.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002694065,KCNH2,P,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.0002414986120561817,0.0004829972241123634,0.0004829972241123634,72.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-4-1e-3,EVAL_LIMITED,True
VCV002687478,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,0.002297310484891289,0.004594620969782578,0.004594620969782578,689.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-3-1e-2,EVAL_LIMITED,True
VCV002665002,KCNH2,LP,"criteria provided, single submitter",1,HI,autosomal_dominant,LOF,1.4835435027012893e-05,2.9670870054025786e-05,2.9670870054025786e-05,4.0,Tier2,2.5e-05,0.0001,0.001,strong_or_definitive,empirical_clinvar_gnomad,1e-5-1e-4,EVAL_LIMITED,True
