variation_id,clinvar_id,variation_type_xml,number_of_submissions_xml,number_of_submitters_xml,date_created,date_last_updated,most_recent_submission,record_type,date_created_parsed,date_created_year,date_last_updated_parsed,date_last_updated_year,most_recent_submission_parsed,most_recent_submission_year
1070208,VCV001070208,Deletion,3,3,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1070517,VCV001070517,Deletion,1,1,2021-05-10,2024-09-29,2022-05-16,classified,2021-05-10,2021,2024-09-29,2024,2022-05-16,2022
1070541,VCV001070541,Deletion,1,1,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1070567,VCV001070567,Duplication,1,1,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1072040,VCV001072040,Duplication,1,1,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1072580,VCV001072580,Duplication,1,1,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1072804,VCV001072804,Deletion,1,1,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1073738,VCV001073738,Insertion,1,1,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1074304,VCV001074304,Deletion,2,2,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1074305,VCV001074305,Deletion,5,5,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1076264,VCV001076264,Duplication,1,1,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1076382,VCV001076382,single nucleotide variant,5,5,2021-05-10,2026-04-13,2026-04-04,classified,2021-05-10,2021,2026-04-13,2026,2026-04-04,2026
1076538,VCV001076538,Duplication,1,1,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1076966,VCV001076966,Deletion,2,2,2021-05-10,2026-02-15,2026-02-15,classified,2021-05-10,2021,2026-02-15,2026,2026-02-15,2026
1098796,VCV001098796,Duplication,1,1,2021-05-23,2026-02-08,2021-05-23,classified,2021-05-23,2021,2026-02-08,2026,2021-05-23,2021
1163877,VCV001163877,single nucleotide variant,1,1,2021-06-15,2023-12-25,2021-06-15,classified,2021-06-15,2021,2023-12-25,2023,2021-06-15,2021
1171507,VCV001171507,single nucleotide variant,1,1,2021-06-19,2026-02-08,2021-06-19,classified,2021-06-19,2021,2026-02-08,2026,2021-06-19,2021
1178326,VCV001178326,single nucleotide variant,1,1,2021-07-18,2026-04-13,2025-04-13,classified,2021-07-18,2021,2026-04-13,2026,2025-04-13,2025
1189275,VCV001189275,single nucleotide variant,2,2,2021-08-07,2026-02-24,2026-02-23,classified,2021-08-07,2021,2026-02-24,2026,2026-02-23,2026
1191999,VCV001191999,Deletion,1,1,2021-08-07,2025-06-14,2025-06-14,classified,2021-08-07,2021,2025-06-14,2025,2025-06-14,2025
1197726,VCV001197726,single nucleotide variant,2,2,2021-08-14,2026-04-13,2024-11-24,classified,2021-08-14,2021,2026-04-13,2026,2024-11-24,2024
1201653,VCV001201653,Deletion,1,1,2021-08-19,2023-12-25,2021-08-19,classified,2021-08-19,2021,2023-12-25,2023,2021-08-19,2021
1202184,VCV001202184,Indel,1,1,2021-08-19,2023-12-25,2023-03-04,classified,2021-08-19,2021,2023-12-25,2023,2023-03-04,2023
1211558,VCV001211558,Duplication,2,2,2021-09-08,2025-04-28,2025-04-28,classified,2021-09-08,2021,2025-04-28,2025,2025-04-28,2025
1213540,VCV001213540,Deletion,1,1,2021-09-08,2023-12-25,2021-09-08,classified,2021-09-08,2021,2023-12-25,2023,2021-09-08,2021
1215035,VCV001215035,single nucleotide variant,1,1,2021-09-08,2023-12-25,2021-09-08,classified,2021-09-08,2021,2023-12-25,2023,2021-09-08,2021
1219815,VCV001219815,Indel,3,3,2021-09-08,2026-02-15,2026-02-15,classified,2021-09-08,2021,2026-02-15,2026,2026-02-15,2026
1284270,VCV001284270,single nucleotide variant,2,2,2021-09-25,2023-12-25,2021-10-02,classified,2021-09-25,2021,2023-12-25,2023,2021-10-02,2021
1323136,VCV001323136,Deletion,1,1,2021-11-29,2025-09-07,2025-09-06,classified,2021-11-29,2021,2025-09-07,2025,2025-09-06,2025
1331098,VCV001331098,single nucleotide variant,2,2,2022-01-08,2026-04-13,2026-02-23,classified,2022-01-08,2022,2026-04-13,2026,2026-02-23,2026
1334904,VCV001334904,single nucleotide variant,2,2,2022-01-29,2026-03-01,2026-02-23,classified,2022-01-29,2022,2026-03-01,2026,2026-02-23,2026
1335697,VCV001335697,Deletion,1,1,2022-01-29,2026-01-11,2026-01-11,classified,2022-01-29,2022,2026-01-11,2026,2026-01-11,2026
1338861,VCV001338861,Deletion,1,1,2022-02-05,2026-04-13,2022-02-05,classified,2022-02-05,2022,2026-04-13,2026,2022-02-05,2022
1382290,VCV001382290,Deletion,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1397577,VCV001397577,Duplication,3,3,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1398420,VCV001398420,Duplication,1,1,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1405357,VCV001405357,single nucleotide variant,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1406991,VCV001406991,single nucleotide variant,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1410227,VCV001410227,Deletion,1,1,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1414553,VCV001414553,Duplication,2,2,2022-03-28,2026-03-01,2026-02-23,classified,2022-03-28,2022,2026-03-01,2026,2026-02-23,2026
1420193,VCV001420193,Deletion,2,2,2022-03-28,2026-04-13,2026-02-15,classified,2022-03-28,2022,2026-04-13,2026,2026-02-15,2026
1422891,VCV001422891,Deletion,1,1,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1424837,VCV001424837,single nucleotide variant,2,2,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1434518,VCV001434518,Duplication,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1439179,VCV001439179,Deletion,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1452025,VCV001452025,Duplication,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1452601,VCV001452601,Duplication,1,1,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1452777,VCV001452777,Deletion,1,1,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1453664,VCV001453664,Deletion,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1454593,VCV001454593,Deletion,2,2,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1455493,VCV001455493,Deletion,1,1,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1455507,VCV001455507,single nucleotide variant,1,1,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1456173,VCV001456173,Duplication,1,1,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1456278,VCV001456278,single nucleotide variant,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1457690,VCV001457690,Deletion,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1458716,VCV001458716,Duplication,2,2,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1458718,VCV001458718,Deletion,3,3,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1466419,VCV001466419,single nucleotide variant,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1467197,VCV001467197,single nucleotide variant,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1473108,VCV001473108,single nucleotide variant,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1488212,VCV001488212,single nucleotide variant,1,1,2022-03-28,2026-02-24,2026-02-23,classified,2022-03-28,2022,2026-02-24,2026,2026-02-23,2026
1499958,VCV001499958,Deletion,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1521307,VCV001521307,single nucleotide variant,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1524546,VCV001524546,single nucleotide variant,1,1,2022-03-28,2026-02-15,2026-02-15,classified,2022-03-28,2022,2026-02-15,2026,2026-02-15,2026
1527873,VCV001527873,single nucleotide variant,1,1,2022-04-08,2026-04-13,2022-04-08,classified,2022-04-08,2022,2026-04-13,2026,2022-04-08,2022
1527874,VCV001527874,Duplication,1,1,2022-04-08,2026-04-13,2022-04-08,classified,2022-04-08,2022,2026-04-13,2026,2022-04-08,2022
1675096,VCV001675096,Deletion,1,1,2022-04-08,2026-04-13,2025-05-03,classified,2022-04-08,2022,2026-04-13,2026,2025-05-03,2025
1676088,VCV001676088,single nucleotide variant,1,1,2022-04-08,2026-01-11,2026-01-11,classified,2022-04-08,2022,2026-01-11,2026,2026-01-11,2026
1683770,VCV001683770,single nucleotide variant,1,1,2022-05-21,2026-04-13,2022-05-21,classified,2022-05-21,2022,2026-04-13,2026,2022-05-21,2022
1683771,VCV001683771,Deletion,1,1,2022-05-21,2026-04-13,2022-05-21,classified,2022-05-21,2022,2026-04-13,2026,2022-05-21,2022
1698966,VCV001698966,Deletion,1,1,2022-08-08,2025-01-19,2024-11-24,classified,2022-08-08,2022,2025-01-19,2025,2024-11-24,2024
1701539,VCV001701539,Insertion,1,1,2022-08-24,2026-01-11,2026-01-11,classified,2022-08-24,2022,2026-01-11,2026,2026-01-11,2026
1711663,VCV001711663,Duplication,2,2,2022-10-22,2026-02-15,2026-02-15,classified,2022-10-22,2022,2026-02-15,2026,2026-02-15,2026
1711664,VCV001711664,Duplication,1,1,2022-10-22,2026-01-11,2026-01-11,classified,2022-10-22,2022,2026-01-11,2026,2026-01-11,2026
1713142,VCV001713142,single nucleotide variant,1,1,2022-11-05,2026-04-13,2025-08-03,classified,2022-11-05,2022,2026-04-13,2026,2025-08-03,2025
1727478,VCV001727478,Deletion,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1728012,VCV001728012,single nucleotide variant,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1736686,VCV001736686,Deletion,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1742024,VCV001742024,single nucleotide variant,2,2,2022-11-29,2026-03-01,2026-02-23,classified,2022-11-29,2022,2026-03-01,2026,2026-02-23,2026
1742104,VCV001742104,Microsatellite,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1748411,VCV001748411,Duplication,1,1,2022-11-29,2025-05-17,2025-01-13,classified,2022-11-29,2022,2025-05-17,2025,2025-01-13,2025
1758500,VCV001758500,Duplication,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1762927,VCV001762927,Deletion,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1764714,VCV001764714,single nucleotide variant,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1765131,VCV001765131,Deletion,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1766052,VCV001766052,single nucleotide variant,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1771379,VCV001771379,Duplication,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1777473,VCV001777473,Deletion,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1779222,VCV001779222,Deletion,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1783287,VCV001783287,Indel,2,2,2022-11-29,2026-02-24,2026-02-23,classified,2022-11-29,2022,2026-02-24,2026,2026-02-23,2026
1785054,VCV001785054,Deletion,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1786650,VCV001786650,single nucleotide variant,2,2,2022-11-29,2026-03-01,2026-02-23,classified,2022-11-29,2022,2026-03-01,2026,2026-02-23,2026
1789092,VCV001789092,Indel,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1790360,VCV001790360,Duplication,1,1,2022-11-29,2026-01-11,2026-01-11,classified,2022-11-29,2022,2026-01-11,2026,2026-01-11,2026
1792370,VCV001792370,single nucleotide variant,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1793177,VCV001793177,Duplication,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1794263,VCV001794263,Deletion,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1795256,VCV001795256,Deletion,3,3,2022-11-29,2026-02-24,2026-02-23,classified,2022-11-29,2022,2026-02-24,2026,2026-02-23,2026
1795320,VCV001795320,Duplication,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1795334,VCV001795334,Deletion,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1795706,VCV001795706,Duplication,2,2,2022-11-29,2026-02-24,2026-02-23,classified,2022-11-29,2022,2026-02-24,2026,2026-02-23,2026
1797337,VCV001797337,Deletion,2,2,2022-11-29,2026-03-01,2026-02-23,classified,2022-11-29,2022,2026-03-01,2026,2026-02-23,2026
1797445,VCV001797445,Duplication,2,2,2022-11-29,2026-03-01,2026-02-23,classified,2022-11-29,2022,2026-03-01,2026,2026-02-23,2026
1799488,VCV001799488,single nucleotide variant,1,1,2022-11-29,2025-05-17,2024-05-01,classified,2022-11-29,2022,2025-05-17,2025,2024-05-01,2024
1804945,VCV001804945,Duplication,2,2,2022-12-24,2026-04-13,2026-02-23,classified,2022-12-24,2022,2026-04-13,2026,2026-02-23,2026
1805233,VCV001805233,single nucleotide variant,1,1,2022-12-24,2026-04-13,2025-12-01,classified,2022-12-24,2022,2026-04-13,2026,2025-12-01,2025
1810619,VCV001810619,single nucleotide variant,1,1,2023-01-15,2025-05-17,2023-01-15,classified,2023-01-15,2023,2025-05-17,2025,2023-01-15,2023
1968021,VCV001968021,single nucleotide variant,2,2,2023-02-07,2026-03-01,2026-02-23,classified,2023-02-07,2023,2026-03-01,2026,2026-02-23,2026
1968946,VCV001968946,Deletion,1,1,2023-02-07,2026-02-24,2026-02-23,classified,2023-02-07,2023,2026-02-24,2026,2026-02-23,2026
1994292,VCV001994292,Duplication,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
1994302,VCV001994302,Deletion,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2002742,VCV002002742,Deletion,1,1,2023-02-08,2026-03-01,2026-02-23,classified,2023-02-08,2023,2026-03-01,2026,2026-02-23,2026
2012895,VCV002012895,Duplication,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2016168,VCV002016168,Duplication,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2023450,VCV002023450,Deletion,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2032030,VCV002032030,Deletion,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2033107,VCV002033107,Duplication,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2042701,VCV002042701,single nucleotide variant,2,2,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2049671,VCV002049671,single nucleotide variant,1,1,2023-02-08,2026-03-08,2026-03-07,classified,2023-02-08,2023,2026-03-08,2026,2026-03-07,2026
2055725,VCV002055725,single nucleotide variant,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2062924,VCV002062924,Deletion,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2071298,VCV002071298,Duplication,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2078663,VCV002078663,Microsatellite,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2085464,VCV002085464,Duplication,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2088283,VCV002088283,Deletion,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2095758,VCV002095758,Deletion,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2120904,VCV002120904,Deletion,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2121024,VCV002121024,single nucleotide variant,1,1,2023-02-08,2026-02-24,2026-02-23,classified,2023-02-08,2023,2026-02-24,2026,2026-02-23,2026
2125899,VCV002125899,Deletion,1,1,2023-02-08,2026-02-25,2026-02-23,classified,2023-02-08,2023,2026-02-25,2026,2026-02-23,2026
2128179,VCV002128179,single nucleotide variant,1,1,2023-02-08,2026-02-25,2026-02-23,classified,2023-02-08,2023,2026-02-25,2026,2026-02-23,2026
2130516,VCV002130516,Duplication,1,1,2023-02-08,2026-02-25,2026-02-23,classified,2023-02-08,2023,2026-02-25,2026,2026-02-23,2026
2133333,VCV002133333,Deletion,1,1,2023-02-08,2026-02-25,2026-02-23,classified,2023-02-08,2023,2026-02-25,2026,2026-02-23,2026
2136623,VCV002136623,Duplication,2,2,2023-02-08,2026-02-15,2026-02-15,classified,2023-02-08,2023,2026-02-15,2026,2026-02-15,2026
2136626,VCV002136626,single nucleotide variant,1,1,2023-02-08,2026-02-15,2026-02-15,classified,2023-02-08,2023,2026-02-15,2026,2026-02-15,2026
2136630,VCV002136630,single nucleotide variant,2,2,2023-02-08,2026-04-13,2026-02-15,classified,2023-02-08,2023,2026-04-13,2026,2026-02-15,2026
2227986,VCV002227986,Duplication,2,2,2023-02-08,2026-02-25,2026-02-23,classified,2023-02-08,2023,2026-02-25,2026,2026-02-23,2026
2429379,VCV002429379,Deletion,1,1,2023-02-18,2025-05-19,2025-04-13,classified,2023-02-18,2023,2025-05-19,2025,2025-04-13,2025
2442075,VCV002442075,Deletion,2,2,2023-03-11,2026-04-13,2026-02-23,classified,2023-03-11,2023,2026-04-13,2026,2026-02-23,2026
2452993,VCV002452993,single nucleotide variant,1,1,2023-04-15,2025-05-19,2024-05-01,classified,2023-04-15,2023,2025-05-19,2025,2024-05-01,2024
2567296,VCV002567296,Deletion,1,1,2023-07-08,2025-05-19,2024-05-01,classified,2023-07-08,2023,2025-05-19,2025,2024-05-01,2024
2571299,VCV002571299,Indel,1,1,2023-07-17,2026-01-11,2026-01-11,classified,2023-07-17,2023,2026-01-11,2026,2026-01-11,2026
2574032,VCV002574032,single nucleotide variant,1,1,2023-07-29,2025-05-19,2025-04-13,classified,2023-07-29,2023,2025-05-19,2025,2025-04-13,2025
2575020,VCV002575020,single nucleotide variant,1,1,2023-08-13,2025-05-19,2023-08-13,classified,2023-08-13,2023,2025-05-19,2025,2023-08-13,2023
2579645,VCV002579645,Deletion,1,1,2023-09-16,2026-04-13,2023-09-16,classified,2023-09-16,2023,2026-04-13,2026,2023-09-16,2023
2584422,VCV002584422,Deletion,1,1,2023-10-21,2025-05-19,2023-10-21,classified,2023-10-21,2023,2025-05-19,2025,2023-10-21,2023
2637626,VCV002637626,Duplication,2,2,2023-11-20,2026-02-08,2025-01-13,classified,2023-11-20,2023,2026-02-08,2026,2025-01-13,2025
2664629,VCV002664629,Deletion,1,1,2024-06-17,2025-08-03,2025-04-13,classified,2024-06-17,2024,2025-08-03,2025,2025-04-13,2025
2665002,VCV002665002,single nucleotide variant,1,1,2023-12-17,2026-04-13,2025-04-13,classified,2023-12-17,2023,2026-04-13,2026,2025-04-13,2025
2687478,VCV002687478,Insertion,1,1,2024-01-26,2026-04-13,2025-04-13,classified,2024-01-26,2024,2026-04-13,2026,2025-04-13,2025
2694065,VCV002694065,Deletion,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2698764,VCV002698764,Duplication,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2725070,VCV002725070,Deletion,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2727880,VCV002727880,Indel,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2735096,VCV002735096,single nucleotide variant,3,3,2024-02-14,2026-04-13,2026-02-23,classified,2024-02-14,2024,2026-04-13,2026,2026-02-23,2026
2735098,VCV002735098,Deletion,2,2,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2735100,VCV002735100,Deletion,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2744101,VCV002744101,single nucleotide variant,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2745936,VCV002745936,Duplication,1,1,2024-02-14,2026-03-01,2026-02-23,classified,2024-02-14,2024,2026-03-01,2026,2026-02-23,2026
2746100,VCV002746100,single nucleotide variant,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2748626,VCV002748626,single nucleotide variant,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2748964,VCV002748964,Duplication,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2753718,VCV002753718,Deletion,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2754986,VCV002754986,Duplication,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2758297,VCV002758297,Deletion,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2758800,VCV002758800,Deletion,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2760013,VCV002760013,Deletion,1,1,2024-02-14,2026-03-01,2026-02-23,classified,2024-02-14,2024,2026-03-01,2026,2026-02-23,2026
2763043,VCV002763043,Duplication,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2770983,VCV002770983,Deletion,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2772506,VCV002772506,Duplication,1,1,2024-02-14,2026-02-25,2026-02-23,classified,2024-02-14,2024,2026-02-25,2026,2026-02-23,2026
2773424,VCV002773424,Deletion,1,1,2024-02-14,2026-02-08,2025-05-03,classified,2024-02-14,2024,2026-02-08,2026,2025-05-03,2025
2773436,VCV002773436,single nucleotide variant,2,2,2024-02-14,2026-02-08,2025-05-03,classified,2024-02-14,2024,2026-02-08,2026,2025-05-03,2025
2790199,VCV002790199,Duplication,1,1,2024-02-20,2026-02-25,2026-02-23,classified,2024-02-20,2024,2026-02-25,2026,2026-02-23,2026
2813131,VCV002813131,Deletion,1,1,2024-02-20,2026-02-25,2026-02-23,classified,2024-02-20,2024,2026-02-25,2026,2026-02-23,2026
2814358,VCV002814358,single nucleotide variant,1,1,2024-02-20,2026-02-25,2026-02-23,classified,2024-02-20,2024,2026-02-25,2026,2026-02-23,2026
2821739,VCV002821739,Deletion,1,1,2024-02-20,2026-02-25,2026-02-23,classified,2024-02-20,2024,2026-02-25,2026,2026-02-23,2026
2831712,VCV002831712,single nucleotide variant,1,1,2024-02-20,2026-02-25,2026-02-23,classified,2024-02-20,2024,2026-02-25,2026,2026-02-23,2026
2832789,VCV002832789,Duplication,1,1,2024-02-20,2026-02-25,2026-02-23,classified,2024-02-20,2024,2026-02-25,2026,2026-02-23,2026
2858211,VCV002858211,Deletion,1,1,2024-02-20,2026-02-25,2026-02-23,classified,2024-02-20,2024,2026-02-25,2026,2026-02-23,2026
2880265,VCV002880265,single nucleotide variant,1,1,2024-02-20,2026-02-25,2026-02-23,classified,2024-02-20,2024,2026-02-25,2026,2026-02-23,2026
2906537,VCV002906537,single nucleotide variant,1,1,2024-02-20,2026-03-01,2026-02-23,classified,2024-02-20,2024,2026-03-01,2026,2026-02-23,2026
2918473,VCV002918473,Deletion,1,1,2024-02-20,2026-02-25,2026-02-23,classified,2024-02-20,2024,2026-02-25,2026,2026-02-23,2026
3064233,VCV003064233,single nucleotide variant,1,1,2024-03-30,2026-04-13,2025-08-03,classified,2024-03-30,2024,2026-04-13,2026,2025-08-03,2025
3066169,VCV003066169,single nucleotide variant,1,1,2024-04-06,2026-04-13,2024-04-06,classified,2024-04-06,2024,2026-04-13,2026,2024-04-06,2024
3068475,VCV003068475,Deletion,1,1,2024-04-15,2026-04-13,2025-10-12,classified,2024-04-15,2024,2026-04-13,2026,2025-10-12,2025
